CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
220,104100020202600004,202600004,2026-01-24,58,20,1,2,4,11,2,,2026-01-23 00:00:00,2026-01-24 00:00:00,2026-01-24 00:00:00,13.3398512597844,77.06202832538654,Cybercrime reported under rural limits of Tumakuru. Modus operandi: fake upi link.
221,104090018202600001,202600001,2026-06-30,54,18,1,2,2,1,2,,2026-06-27 00:00:00,2026-06-28 00:00:00,2026-06-30 00:00:00,13.917673173842578,75.51487060241345,Burglary reported under rural limits of Shivamogga. Modus operandi: night break in.
222,104010001202500005,202500005,2025-07-19,2,1,1,2,2,1,3,1,2025-07-16 00:00:00,2025-07-17 00:00:00,2025-07-19 00:00:00,12.906242863762566,77.61743245641273,Burglary reported under city limits of Bengaluru Urban. Modus operandi: lock breaking.
223,104060012202500004,202500004,2025-09-16,36,12,1,2,3,10,4,6,2025-09-13 00:00:00,2025-09-14 00:00:00,2025-09-16 00:00:00,17.29878537119627,76.88775106552355,Cheating & Fraud reported under rural limits of Kalaburagi. Modus operandi: impersonation.
224,804050010202500001,202500001,2025-05-18,30,10,8,2,4,11,3,5,2025-05-15 00:00:00,2025-05-16 00:00:00,2025-05-18 00:00:00,15.86572786468342,74.49551367531511,Cybercrime reported under rural limits of Belagavi. Modus operandi: fake upi link.
225,104120024202600004,202600004,2026-06-25,71,24,1,1,5,14,2,,2026-06-25 00:00:00,2026-06-26 00:00:00,2026-06-25 00:00:00,12.528282471867463,76.92944591378756,Extortion reported under rural limits of Mandya. Modus operandi: threat call.
226,104070014202600005,202600005,2026-06-05,41,14,1,1,1,7,2,,2026-06-02 00:00:00,2026-06-03 00:00:00,2026-06-05 00:00:00,15.067628503018618,76.87489482849706,Murder reported under rural limits of Ballari. Modus operandi: premeditated.
227,104040008202500002,202500002,2025-05-03,22,8,1,2,2,4,2,,2025-05-01 00:00:00,2025-05-02 00:00:00,2025-05-03 00:00:00,15.329015146869047,75.12519025967083,Vehicle Theft reported under rural limits of Hubballi-Dharwad. Modus operandi: duplicate key.
228,104090018202600002,202600002,2026-05-07,54,18,1,2,5,15,2,,2026-05-05 00:00:00,2026-05-06 00:00:00,2026-05-07 00:00:00,13.928997382393666,75.6504569015367,Rioting reported under rural limits of Shivamogga. Modus operandi: communal.
229,804090017202600001,202600001,2026-04-21,51,17,8,2,3,10,2,,2026-04-20 00:00:00,2026-04-21 00:00:00,2026-04-21 00:00:00,13.982165993789769,75.5224140089931,Cheating & Fraud reported under city limits of Shivamogga. Modus operandi: fake investment.
230,104120024202500003,202500003,2025-08-08,71,24,1,2,2,1,2,,2025-08-06 00:00:00,2025-08-07 00:00:00,2025-08-08 00:00:00,12.515729176406934,76.95825861298441,Burglary reported under rural limits of Mandya. Modus operandi: night break in.
231,104110022202600003,202600003,2026-02-03,64,22,1,2,2,3,2,,2026-02-01 00:00:00,2026-02-02 00:00:00,2026-02-03 00:00:00,13.304892379433475,74.78471000055819,Chain Snatching reported under rural limits of Udupi. Modus operandi: two wheeler getaway.
232,104090018202600003,202600003,2026-02-26,53,18,1,2,4,11,1,,2026-02-26 00:00:00,2026-02-27 00:00:00,2026-02-26 00:00:00,13.974584401815758,75.64145319157224,Cybercrime reported under rural limits of Shivamogga. Modus operandi: fake upi link.
233,104100020202500005,202500005,2025-03-22,60,20,1,1,1,8,1,,2025-03-21 00:00:00,2025-03-22 00:00:00,2025-03-22 00:00:00,13.32538822086025,77.15476220112312,Attempt to Murder reported under rural limits of Tumakuru. Modus operandi: personal enmity.
234,104080015202600008,202600008,2026-04-20,45,15,1,2,2,3,2,,2026-04-17 00:00:00,2026-04-18 00:00:00,2026-04-20 00:00:00,16.83830210552067,75.7472242345754,Chain Snatching reported under city limits of Vijayapura. Modus operandi: crowded market.
235,104070014202600006,202600006,2026-02-27,41,14,1,2,2,1,2,,2026-02-25 00:00:00,2026-02-26 00:00:00,2026-02-27 00:00:00,15.208884660411254,76.85393085227683,Burglary reported under rural limits of Ballari. Modus operandi: cctv blindspot.
236,104060011202600005,202600005,2026-04-02,33,11,1,1,1,13,3,6,2026-04-01 00:00:00,2026-04-02 00:00:00,2026-04-02 00:00:00,17.351578812001087,76.81654585230928,Kidnapping reported under city limits of Kalaburagi. Modus operandi: personal enmity.
237,104110022202500006,202500006,2025-06-28,65,22,1,2,1,9,2,,2025-06-28 00:00:00,2025-06-29 00:00:00,2025-06-28 00:00:00,13.422209939343482,74.75846020932346,Assault reported under rural limits of Udupi. Modus operandi: personal enmity.
238,304120023202500002,202500002,2025-07-13,67,23,3,2,2,4,1,,2025-07-11 00:00:00,2025-07-12 00:00:00,2025-07-13 00:00:00,12.514012755421176,76.82763409497645,Vehicle Theft reported under city limits of Mandya. Modus operandi: vehicle lifting.
239,104020003202600007,202600007,2026-04-13,7,3,1,2,1,9,2,,2026-04-12 00:00:00,2026-04-13 00:00:00,2026-04-13 00:00:00,12.322835520267672,76.59337813121321,Assault reported under city limits of Mysuru. Modus operandi: personal enmity.
240,104020003202500007,202500007,2025-07-09,9,3,1,1,1,7,2,,2025-07-07 00:00:00,2025-07-08 00:00:00,2025-07-09 00:00:00,12.302107267555966,76.68975288059153,Murder reported under city limits of Mysuru. Modus operandi: personal enmity.
241,104120024202500004,202500004,2025-12-18,72,24,1,2,4,11,2,,2025-12-18 00:00:00,2025-12-19 00:00:00,2025-12-18 00:00:00,12.588969041169808,76.8267131550746,Cybercrime reported under rural limits of Mandya. Modus operandi: impersonation.
242,104080016202600004,202600004,2026-03-05,47,16,1,2,2,4,3,8,2026-03-05 00:00:00,2026-03-06 00:00:00,2026-03-05 00:00:00,16.847758624502273,75.67932163504418,Vehicle Theft reported under rural limits of Vijayapura. Modus operandi: vehicle lifting.
243,104010002202600005,202600005,2026-01-30,5,2,1,1,2,6,2,,2026-01-28 00:00:00,2026-01-29 00:00:00,2026-01-30 00:00:00,12.947158690037579,77.55997413344718,Dacoity reported under rural limits of Bengaluru Urban. Modus operandi: gang operation.
244,104100020202600005,202600005,2026-05-31,60,20,1,2,4,11,3,10,2026-05-29 00:00:00,2026-05-30 00:00:00,2026-05-31 00:00:00,13.298405409771576,77.08719578317385,Cybercrime reported under rural limits of Tumakuru. Modus operandi: impersonation.
245,104010002202500002,202500002,2025-04-30,5,2,1,1,2,5,1,,2025-04-27 00:00:00,2025-04-28 00:00:00,2025-04-30 00:00:00,13.050776726001315,77.64881078517567,Robbery reported under rural limits of Bengaluru Urban. Modus operandi: armed robbery.
246,104010001202600005,202600005,2026-06-08,2,1,1,2,4,11,3,1,2026-06-05 00:00:00,2026-06-06 00:00:00,2026-06-08 00:00:00,12.98768280546032,77.64827875116411,Cybercrime reported under city limits of Bengaluru Urban. Modus operandi: otp fraud.
247,104060012202600010,202600010,2026-04-01,34,12,1,2,2,2,1,,2026-04-01 00:00:00,2026-04-02 00:00:00,2026-04-01 00:00:00,17.26385514177177,76.79139793898277,House Theft reported under rural limits of Kalaburagi. Modus operandi: lock breaking.
248,104040007202600007,202600007,2026-07-15,20,7,1,2,1,9,3,4,2026-07-13 00:00:00,2026-07-14 00:00:00,2026-07-15 00:00:00,15.340791545810923,75.21331758177932,Assault reported under city limits of Hubballi-Dharwad. Modus operandi: personal enmity.
249,104080015202500005,202500005,2025-03-24,44,15,1,2,4,11,2,,2025-03-22 00:00:00,2025-03-23 00:00:00,2025-03-24 00:00:00,16.87122543809917,75.74828359909355,Cybercrime reported under city limits of Vijayapura. Modus operandi: otp fraud.
250,104070013202500006,202500006,2025-10-09,39,13,1,2,2,3,2,,2025-10-09 00:00:00,2025-10-10 00:00:00,2025-10-09 00:00:00,15.163932516887412,76.91097340065856,Chain Snatching reported under city limits of Ballari. Modus operandi: two wheeler getaway.
251,804030006202500002,202500002,2025-08-11,18,6,8,1,2,5,3,3,2025-08-10 00:00:00,2025-08-11 00:00:00,2025-08-11 00:00:00,13.000643396171181,74.79528980550728,Robbery reported under rural limits of Dakshina Kannada. Modus operandi: armed robbery.
252,104120024202500005,202500005,2025-03-05,72,24,1,2,2,1,2,,2025-03-02 00:00:00,2025-03-03 00:00:00,2025-03-05 00:00:00,12.504394012373126,76.94900253669786,Burglary reported under rural limits of Mandya. Modus operandi: lock breaking.
253,804100019202600001,202600001,2026-07-08,56,19,8,2,2,1,2,,2026-07-08 00:00:00,2026-07-09 00:00:00,2026-07-08 00:00:00,13.258370465612597,77.1503648215348,Burglary reported under city limits of Tumakuru. Modus operandi: cctv blindspot.
254,104110022202600004,202600004,2026-03-26,65,22,1,1,2,5,3,11,2026-03-24 00:00:00,2026-03-25 00:00:00,2026-03-26 00:00:00,13.405085366751626,74.81988202902991,Robbery reported under rural limits of Udupi. Modus operandi: armed robbery.
255,104050010202500004,202500004,2025-08-08,29,10,1,2,2,2,3,5,2025-08-05 00:00:00,2025-08-06 00:00:00,2025-08-08 00:00:00,15.889291623037122,74.43486679843141,House Theft reported under rural limits of Belagavi. Modus operandi: lock breaking.
256,104120023202500003,202500003,2025-05-23,68,23,1,2,2,1,2,,2025-05-21 00:00:00,2025-05-22 00:00:00,2025-05-23 00:00:00,12.5816299035402,76.85204919510483,Burglary reported under city limits of Mandya. Modus operandi: night break in.
257,104080015202600009,202600009,2026-07-12,44,15,1,2,3,10,3,8,2026-07-09 00:00:00,2026-07-10 00:00:00,2026-07-12 00:00:00,16.79399133579787,75.68988492512143,Cheating & Fraud reported under city limits of Vijayapura. Modus operandi: fake investment.
258,104090017202600009,202600009,2026-06-07,50,17,1,1,1,7,2,,2026-06-06 00:00:00,2026-06-07 00:00:00,2026-06-07 00:00:00,13.884288092318549,75.63529428395387,Murder reported under city limits of Shivamogga. Modus operandi: premeditated.
259,104110022202600005,202600005,2026-02-20,66,22,1,2,2,2,2,,2026-02-20 00:00:00,2026-02-21 00:00:00,2026-02-20 00:00:00,13.29405403980203,74.66624316366426,House Theft reported under rural limits of Udupi. Modus operandi: lock breaking.
260,104020003202500008,202500008,2025-10-28,7,3,1,2,2,1,2,,2025-10-26 00:00:00,2025-10-27 00:00:00,2025-10-28 00:00:00,12.297520193387008,76.70102033988628,Burglary reported under city limits of Mysuru. Modus operandi: cctv blindspot.
261,104030006202600005,202600005,2026-04-11,16,6,1,2,1,9,2,,2026-04-09 00:00:00,2026-04-10 00:00:00,2026-04-11 00:00:00,12.897457528243214,74.88628633919544,Assault reported under rural limits of Dakshina Kannada. Modus operandi: street fight.
262,104050010202500005,202500005,2025-08-15,29,10,1,2,4,11,2,,2025-08-14 00:00:00,2025-08-15 00:00:00,2025-08-15 00:00:00,15.823180616374874,74.46364080617651,Cybercrime reported under rural limits of Belagavi. Modus operandi: impersonation.
263,104110021202600005,202600005,2026-04-11,61,21,1,2,3,10,4,11,2026-04-10 00:00:00,2026-04-11 00:00:00,2026-04-11 00:00:00,13.370309358729608,74.69440181009043,Cheating & Fraud reported under city limits of Udupi. Modus operandi: impersonation.
264,104040007202600008,202600008,2026-05-02,21,7,1,2,2,3,3,4,2026-05-01 00:00:00,2026-05-02 00:00:00,2026-05-02 00:00:00,15.44902223541662,75.15084508217032,Chain Snatching reported under city limits of Hubballi-Dharwad. Modus operandi: crowded market.
265,104040008202600008,202600008,2026-06-13,24,8,1,2,4,11,3,4,2026-06-11 00:00:00,2026-06-12 00:00:00,2026-06-13 00:00:00,15.42733191867154,75.12436458814516,Cybercrime reported under rural limits of Hubballi-Dharwad. Modus operandi: impersonation.
266,104020003202500009,202500009,2025-03-24,9,3,1,2,2,2,1,,2025-03-24 00:00:00,2025-03-25 00:00:00,2025-03-24 00:00:00,12.264985669217259,76.67094136164113,House Theft reported under city limits of Mysuru. Modus operandi: lock breaking.
267,104050009202600007,202600007,2026-05-06,25,9,1,2,3,10,2,,2026-05-05 00:00:00,2026-05-06 00:00:00,2026-05-06 00:00:00,15.891600971597061,74.4560408822678,Cheating & Fraud reported under city limits of Belagavi. Modus operandi: impersonation.
268,104110022202600006,202600006,2026-06-30,64,22,1,2,2,1,3,11,2026-06-28 00:00:00,2026-06-29 00:00:00,2026-06-30 00:00:00,13.337228962612897,74.77286402989216,Burglary reported under rural limits of Udupi. Modus operandi: night break in.
269,104090017202600010,202600010,2026-03-22,50,17,1,1,1,7,1,,2026-03-21 00:00:00,2026-03-22 00:00:00,2026-03-22 00:00:00,13.856517897651159,75.64458102388252,Murder reported under city limits of Shivamogga. Modus operandi: personal enmity.
270,104090018202600004,202600004,2026-04-21,53,18,1,2,1,9,2,,2026-04-19 00:00:00,2026-04-20 00:00:00,2026-04-21 00:00:00,13.962438417354226,75.4992089188978,Assault reported under rural limits of Shivamogga. Modus operandi: street fight.
271,104080016202600005,202600005,2026-05-13,48,16,1,2,2,4,2,,2026-05-13 00:00:00,2026-05-14 00:00:00,2026-05-13 00:00:00,16.908353440463358,75.67346645193174,Vehicle Theft reported under rural limits of Vijayapura. Modus operandi: duplicate key.
272,104120024202500006,202500006,2025-12-19,70,24,1,2,1,9,3,12,2025-12-16 00:00:00,2025-12-17 00:00:00,2025-12-19 00:00:00,12.44762974657137,76.87477938605434,Assault reported under rural limits of Mandya. Modus operandi: street fight.
273,104020003202600008,202600008,2026-04-17,7,3,1,2,4,11,1,,2026-04-17 00:00:00,2026-04-18 00:00:00,2026-04-17 00:00:00,12.344092980529368,76.6422485116735,Cybercrime reported under city limits of Mysuru. Modus operandi: otp fraud.
274,104080015202600010,202600010,2026-02-03,43,15,1,1,2,5,3,8,2026-01-31 00:00:00,2026-02-01 00:00:00,2026-02-03 00:00:00,16.762777837831344,75.70160477018915,Robbery reported under city limits of Vijayapura. Modus operandi: armed robbery.
275,104110022202500007,202500007,2025-09-24,64,22,1,2,2,4,3,11,2025-09-21 00:00:00,2025-09-22 00:00:00,2025-09-24 00:00:00,13.424377602140046,74.66831390873566,Vehicle Theft reported under rural limits of Udupi. Modus operandi: vehicle lifting.
276,104110022202600007,202600007,2026-01-17,66,22,1,1,1,8,3,11,2026-01-16 00:00:00,2026-01-17 00:00:00,2026-01-17 00:00:00,13.374756116821988,74.8000726592172,Attempt to Murder reported under rural limits of Udupi. Modus operandi: gang rivalry.
277,104030005202500004,202500004,2025-07-22,13,5,1,2,4,11,4,3,2025-07-19 00:00:00,2025-07-20 00:00:00,2025-07-22 00:00:00,12.84229529919885,74.81562306744418,Cybercrime reported under city limits of Dakshina Kannada. Modus operandi: impersonation.
278,104090017202600011,202600011,2026-02-14,50,17,1,2,2,3,3,9,2026-02-12 00:00:00,2026-02-13 00:00:00,2026-02-14 00:00:00,13.865980332580023,75.58840068219173,Chain Snatching reported under city limits of Shivamogga. Modus operandi: crowded market.
279,104020004202600003,202600003,2026-05-23,11,4,1,2,2,1,2,,2026-05-21 00:00:00,2026-05-22 00:00:00,2026-05-23 00:00:00,12.301510449689069,76.6456723641796,Burglary reported under rural limits of Mysuru. Modus operandi: night break in.
280,104120023202500004,202500004,2025-11-18,68,23,1,1,1,8,3,12,2025-11-18 00:00:00,2025-11-19 00:00:00,2025-11-18 00:00:00,12.574228333640098,76.82373035449963,Attempt to Murder reported under city limits of Mandya. Modus operandi: gang rivalry.
281,104100020202600006,202600006,2026-01-16,58,20,1,1,2,5,2,,2026-01-16 00:00:00,2026-01-17 00:00:00,2026-01-16 00:00:00,13.388539860820956,77.12712316626701,Robbery reported under rural limits of Tumakuru. Modus operandi: armed robbery.
282,104080016202600006,202600006,2026-05-07,47,16,1,2,2,2,3,8,2026-05-06 00:00:00,2026-05-07 00:00:00,2026-05-07 00:00:00,16.776568774645963,75.68038342557847,House Theft reported under rural limits of Vijayapura. Modus operandi: lock breaking.
283,104080015202600011,202600011,2026-06-16,43,15,1,2,5,15,2,,2026-06-15 00:00:00,2026-06-16 00:00:00,2026-06-16 00:00:00,16.795874607786352,75.7473831430124,Rioting reported under city limits of Vijayapura. Modus operandi: communal.
284,104010002202500003,202500003,2025-02-21,6,2,1,1,2,6,2,,2025-02-19 00:00:00,2025-02-20 00:00:00,2025-02-21 00:00:00,13.026923699032888,77.62670470834748,Dacoity reported under rural limits of Bengaluru Urban. Modus operandi: gang operation.
285,104020003202500010,202500010,2025-06-03,8,3,1,1,2,5,2,,2025-06-02 00:00:00,2025-06-03 00:00:00,2025-06-03 00:00:00,12.27330541039277,76.70072715407292,Robbery reported under city limits of Mysuru. Modus operandi: armed robbery.
286,104110022202500008,202500008,2025-05-17,66,22,1,2,2,3,3,11,2025-05-17 00:00:00,2025-05-18 00:00:00,2025-05-17 00:00:00,13.280991503951698,74.82528586907814,Chain Snatching reported under rural limits of Udupi. Modus operandi: crowded market.
287,104120023202500005,202500005,2025-02-09,67,23,1,2,2,4,2,,2025-02-08 00:00:00,2025-02-09 00:00:00,2025-02-09 00:00:00,12.50852278700117,76.88672769908756,Vehicle Theft reported under city limits of Mandya. Modus operandi: duplicate key.
288,104080015202600012,202600012,2026-05-09,43,15,1,2,3,10,2,,2026-05-08 00:00:00,2026-05-09 00:00:00,2026-05-09 00:00:00,16.75394287896324,75.79934840291737,Cheating & Fraud reported under city limits of Vijayapura. Modus operandi: fake investment.
289,104040008202500003,202500003,2025-03-03,24,8,1,2,3,10,2,,2025-03-02 00:00:00,2025-03-03 00:00:00,2025-03-03 00:00:00,15.328159168057887,75.13074608600326,Cheating & Fraud reported under rural limits of Hubballi-Dharwad. Modus operandi: impersonation.
290,104010001202500006,202500006,2025-12-17,1,1,1,2,2,4,2,,2025-12-14 00:00:00,2025-12-15 00:00:00,2025-12-17 00:00:00,12.930011423778161,77.6027708994042,Vehicle Theft reported under city limits of Bengaluru Urban. Modus operandi: duplicate key.
291,104110022202600008,202600008,2026-01-24,65,22,1,2,2,1,2,,2026-01-21 00:00:00,2026-01-22 00:00:00,2026-01-24 00:00:00,13.419156937772966,74.67118053864725,Burglary reported under rural limits of Udupi. Modus operandi: lock breaking.
292,104010001202600006,202600006,2026-04-25,1,1,1,2,2,1,3,1,2026-04-23 00:00:00,2026-04-24 00:00:00,2026-04-25 00:00:00,13.005516896139271,77.66692721527572,Burglary reported under city limits of Bengaluru Urban. Modus operandi: cctv blindspot.
293,804010001202500002,202500002,2025-12-14,3,1,8,1,2,5,2,,2025-12-11 00:00:00,2025-12-12 00:00:00,2025-12-14 00:00:00,12.947333094350435,77.52604800103735,Robbery reported under city limits of Bengaluru Urban. Modus operandi: two wheeler getaway.
294,104050009202600008,202600008,2026-03-26,27,9,1,2,2,3,1,,2026-03-26 00:00:00,2026-03-27 00:00:00,2026-03-26 00:00:00,15.89584694446791,74.5302701502338,Chain Snatching reported under city limits of Belagavi. Modus operandi: crowded market.
295,104100019202600007,202600007,2026-07-04,55,19,1,2,5,15,2,,2026-07-01 00:00:00,2026-07-02 00:00:00,2026-07-04 00:00:00,13.25778366734702,77.17511235850417,Rioting reported under city limits of Tumakuru. Modus operandi: mob.
296,104020003202600009,202600009,2026-05-25,9,3,1,2,2,4,1,,2026-05-23 00:00:00,2026-05-24 00:00:00,2026-05-25 00:00:00,12.26536637354102,76.67878887167255,Vehicle Theft reported under city limits of Mysuru. Modus operandi: duplicate key.
297,104060012202500005,202500005,2025-06-09,35,12,1,2,1,9,4,6,2025-06-06 00:00:00,2025-06-07 00:00:00,2025-06-09 00:00:00,17.387694687026364,76.91596612081695,Assault reported under rural limits of Kalaburagi. Modus operandi: personal enmity.
298,104120023202600005,202600005,2026-05-27,67,23,1,1,6,12,2,,2026-05-24 00:00:00,2026-05-25 00:00:00,2026-05-27 00:00:00,12.494065375225805,76.98426961821467,Drug Trafficking reported under city limits of Mandya. Modus operandi: drug courier.
299,104060011202600006,202600006,2026-04-22,33,11,1,1,1,13,2,,2026-04-20 00:00:00,2026-04-21 00:00:00,2026-04-22 00:00:00,17.264179863070883,76.92414229838941,Kidnapping reported under city limits of Kalaburagi. Modus operandi: ransom.
300,104070014202500002,202500002,2025-10-26,40,14,1,2,1,9,3,7,2025-10-23 00:00:00,2025-10-24 00:00:00,2025-10-26 00:00:00,15.068045285735838,76.91988454775755,Assault reported under rural limits of Ballari. Modus operandi: street fight.
301,104070014202500003,202500003,2025-12-01,41,14,1,2,3,10,2,,2025-11-29 00:00:00,2025-11-30 00:00:00,2025-12-01 00:00:00,15.159555102531426,76.87997109107077,Cheating & Fraud reported under rural limits of Ballari. Modus operandi: impersonation.
302,104080016202600007,202600007,2026-07-14,47,16,1,2,2,4,1,,2026-07-13 00:00:00,2026-07-14 00:00:00,2026-07-14 00:00:00,16.75301984572299,75.71546229715923,Vehicle Theft reported under rural limits of Vijayapura. Modus operandi: vehicle lifting.
303,104050009202600009,202600009,2026-02-26,27,9,1,2,2,2,2,,2026-02-25 00:00:00,2026-02-26 00:00:00,2026-02-26 00:00:00,15.827259823445045,74.4799527127713,House Theft reported under city limits of Belagavi. Modus operandi: lock breaking.
304,104080015202600013,202600013,2026-04-03,45,15,1,2,4,11,2,,2026-04-03 00:00:00,2026-04-04 00:00:00,2026-04-03 00:00:00,16.881127028260195,75.70275826461148,Cybercrime reported under city limits of Vijayapura. Modus operandi: fake upi link.
305,104050010202600006,202600006,2026-05-27,30,10,1,2,2,1,3,5,2026-05-24 00:00:00,2026-05-25 00:00:00,2026-05-27 00:00:00,15.765511235453003,74.43693529472202,Burglary reported under rural limits of Belagavi. Modus operandi: lock breaking.
306,104040007202500006,202500006,2025-07-23,20,7,1,2,3,10,2,,2025-07-20 00:00:00,2025-07-21 00:00:00,2025-07-23 00:00:00,15.339851505856775,75.2025005253926,Cheating & Fraud reported under city limits of Hubballi-Dharwad. Modus operandi: fake investment.
307,104050009202600010,202600010,2026-07-13,27,9,1,2,2,4,2,,2026-07-13 00:00:00,2026-07-14 00:00:00,2026-07-13 00:00:00,15.794449444345943,74.54074037075955,Vehicle Theft reported under city limits of Belagavi. Modus operandi: duplicate key.
308,104110021202600006,202600006,2026-05-16,61,21,1,2,3,10,2,,2026-05-16 00:00:00,2026-05-17 00:00:00,2026-05-16 00:00:00,13.387338114098272,74.70149508420414,Cheating & Fraud reported under city limits of Udupi. Modus operandi: impersonation.
309,104100019202600008,202600008,2026-06-04,56,19,1,2,1,9,2,,2026-06-01 00:00:00,2026-06-02 00:00:00,2026-06-04 00:00:00,13.39018637631517,77.07274722310733,Assault reported under city limits of Tumakuru. Modus operandi: street fight.
310,104110022202500009,202500009,2025-12-08,64,22,1,2,5,15,2,,2025-12-07 00:00:00,2025-12-08 00:00:00,2025-12-08 00:00:00,13.31918313571401,74.81789298924188,Rioting reported under rural limits of Udupi. Modus operandi: mob.
311,104040007202500007,202500007,2025-06-11,20,7,1,1,2,5,4,4,2025-06-09 00:00:00,2025-06-10 00:00:00,2025-06-11 00:00:00,15.311769110106676,75.17008608740846,Robbery reported under city limits of Hubballi-Dharwad. Modus operandi: two wheeler getaway.
312,104040008202500004,202500004,2025-03-18,24,8,1,2,2,4,4,4,2025-03-15 00:00:00,2025-03-16 00:00:00,2025-03-18 00:00:00,15.37743887905292,75.15788947038445,Vehicle Theft reported under rural limits of Hubballi-Dharwad. Modus operandi: vehicle lifting.
313,104010001202500007,202500007,2025-06-19,2,1,1,1,1,13,3,1,2025-06-16 00:00:00,2025-06-17 00:00:00,2025-06-19 00:00:00,12.902362856686489,77.67783492408265,Kidnapping reported under city limits of Bengaluru Urban. Modus operandi: personal enmity.
314,104100019202500003,202500003,2025-06-22,55,19,1,1,2,5,2,,2025-06-22 00:00:00,2025-06-23 00:00:00,2025-06-22 00:00:00,13.390556573085114,77.05705191877223,Robbery reported under city limits of Tumakuru. Modus operandi: armed robbery.
315,104010001202600007,202600007,2026-02-22,2,1,1,1,3,16,4,1,2026-02-22 00:00:00,2026-02-23 00:00:00,2026-02-22 00:00:00,12.91308721986916,77.6072517506782,Counterfeiting reported under city limits of Bengaluru Urban. Modus operandi: fake currency.
316,104110022202500010,202500010,2025-09-17,64,22,1,2,5,15,2,,2025-09-14 00:00:00,2025-09-15 00:00:00,2025-09-17 00:00:00,13.305333257272467,74.82768845348656,Rioting reported under rural limits of Udupi. Modus operandi: mob.
317,304020003202600001,202600001,2026-02-04,9,3,3,1,2,6,1,,2026-02-03 00:00:00,2026-02-04 00:00:00,2026-02-04 00:00:00,12.284224658104778,76.55556665241308,Dacoity reported under city limits of Mysuru. Modus operandi: gang operation.
318,804120023202600001,202600001,2026-01-23,68,23,8,2,2,1,4,12,2026-01-22 00:00:00,2026-01-23 00:00:00,2026-01-23 00:00:00,12.569089122386835,76.81795239448975,Burglary reported under city limits of Mandya. Modus operandi: night break in.
319,304010001202500001,202500001,2025-09-03,1,1,3,2,2,2,3,1,2025-08-31 00:00:00,2025-09-01 00:00:00,2025-09-03 00:00:00,12.897729908277654,77.55992992322463,House Theft reported under city limits of Bengaluru Urban. Modus operandi: insider info.
320,104080016202600008,202600008,2026-03-07,47,16,1,2,2,3,2,,2026-03-04 00:00:00,2026-03-05 00:00:00,2026-03-07 00:00:00,16.74711412568558,75.66430289634968,Chain Snatching reported under rural limits of Vijayapura. Modus operandi: crowded market.
321,104040007202600009,202600009,2026-02-18,21,7,1,2,2,1,2,,2026-02-16 00:00:00,2026-02-17 00:00:00,2026-02-18 00:00:00,15.326518424384108,75.13350473856181,Burglary reported under city limits of Hubballi-Dharwad. Modus operandi: cctv blindspot.
322,104030005202600011,202600011,2026-02-04,15,5,1,1,1,8,3,3,2026-02-04 00:00:00,2026-02-05 00:00:00,2026-02-04 00:00:00,12.903007687026076,74.81382998800277,Attempt to Murder reported under city limits of Dakshina Kannada. Modus operandi: personal enmity.
323,104120023202500006,202500006,2025-09-13,68,23,1,2,5,15,4,12,2025-09-11 00:00:00,2025-09-12 00:00:00,2025-09-13 00:00:00,12.457262046551518,76.87117718772924,Rioting reported under city limits of Mandya. Modus operandi: mob.
324,104080016202600009,202600009,2026-03-16,46,16,1,1,2,5,2,,2026-03-13 00:00:00,2026-03-14 00:00:00,2026-03-16 00:00:00,16.86113160697725,75.75394387768581,Robbery reported under rural limits of Vijayapura. Modus operandi: two wheeler getaway.
325,804070013202600001,202600001,2026-06-10,37,13,8,2,2,1,1,,2026-06-10 00:00:00,2026-06-11 00:00:00,2026-06-10 00:00:00,15.070588502428121,76.85886496313718,Burglary reported under city limits of Ballari. Modus operandi: lock breaking.
326,104110022202500011,202500011,2025-12-14,65,22,1,1,2,5,1,,2025-12-12 00:00:00,2025-12-13 00:00:00,2025-12-14 00:00:00,13.320342794062197,74.65716261025555,Robbery reported under rural limits of Udupi. Modus operandi: armed robbery.
327,104060012202600011,202600011,2026-06-22,36,12,1,2,1,9,3,6,2026-06-21 00:00:00,2026-06-22 00:00:00,2026-06-22 00:00:00,17.39939835367985,76.7577537556069,Assault reported under rural limits of Kalaburagi. Modus operandi: personal enmity.
328,104020003202600010,202600010,2026-05-31,7,3,1,1,1,7,3,2,2026-05-29 00:00:00,2026-05-30 00:00:00,2026-05-31 00:00:00,12.231309935100562,76.71998721711859,Murder reported under city limits of Mysuru. Modus operandi: premeditated.
329,104040008202600009,202600009,2026-03-25,24,8,1,2,1,9,1,,2026-03-25 00:00:00,2026-03-26 00:00:00,2026-03-25 00:00:00,15.336177592261507,75.09885489687416,Assault reported under rural limits of Hubballi-Dharwad. Modus operandi: personal enmity.
330,104070014202500004,202500004,2025-05-06,41,14,1,1,3,16,1,,2025-05-03 00:00:00,2025-05-04 00:00:00,2025-05-06 00:00:00,15.060629173988104,76.94206224623007,Counterfeiting reported under rural limits of Ballari. Modus operandi: syndicate.
